Ratings,Model,Year,Engine HP,Engine Cylinders,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,"Vehicle Style ",Sentiment,Compound_Score
4.875,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9828
4.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.6187
3.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.5731
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9821
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.985
2.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,1,0.1131
4.375,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.7789
4.5,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.8555
4.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9796
4.5,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9337
4.875,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9391
4.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.964
4.5,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9656
4.875,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.985
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.4754
4.625,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9382
4.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.743
4.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9029
4.75,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.6059
4.375,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.8661
4.375,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.6883
3.875,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9363
3.875,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,0,-0.7506
4.25,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,1,0.0
4.875,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.8943
4.125,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9595
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9565
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.7579
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.9943
5.0,15,2015.0,560.0,8.0,2,2.0,4,2,20.0,14.0,3,2,0.3291
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9038
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,0,-0.9438
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9767
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9215
4.25,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.8106
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.8832
4.5,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9872
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9493
4.625,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.904
4.5,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9638
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.8955
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0
2.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9325
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9346
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9719
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.902
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.5323
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9887
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9136
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9719
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9969
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.7578
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9552
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9959
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9985
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9565
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.6124
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.6249
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.8953
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.7845
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.994
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9928
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.8591
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9844
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9944
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9962
4.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9087
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0258
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.6369
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,2,0.9405
5.0,3,2015.0,300.0,6.0,0,2.0,8,2,29.0,20.0,3,1,0.0
3.0,7,1995.0,282.0,8.0,2,2.0,8,2,22.0,15.0,4,2,0.9598
4.25,7,1995.0,282.0,8.0,2,2.0,8,2,22.0,15.0,4,2,0.8747
5.0,7,1995.0,282.0,8.0,2,2.0,8,2,22.0,15.0,4,2,0.9412
4.0,11,2016.0,365.0,6.0,2,2.0,4,0,26.0,18.0,4,1,0.0
5.0,11,2016.0,365.0,6.0,2,2.0,4,0,26.0,18.0,4,2,0.743
5.0,11,2016.0,365.0,6.0,2,2.0,4,0,26.0,18.0,4,2,0.9708
5.0,11,2016.0,365.0,6.0,2,2.0,4,0,26.0,18.0,4,2,0.9917
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9166
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9476
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6059
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8519
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.967
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9953
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9993
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,0.0227
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5012
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9936
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9674
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9741
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9909
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8588
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9652
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9568
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.3716
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9888
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9567
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5859
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9808
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8843
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9921
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9892
1.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.204
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9836
3.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9816
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6866
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9432
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9481
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9353
3.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.4088
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,0.1101
1.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6939
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8772
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9485
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.2996
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.4183
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9718
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.3818
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9657
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8705
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9565
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8765
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9611
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9809
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8508
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9606
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9286
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9924
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9118
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9562
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.962
3.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.2023
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9547
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7689
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9817
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8947
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.7775
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9612
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8761
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9259
2.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9381
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9042
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7829
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.2867
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8853
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.926
3.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9308
3.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.3585
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8463
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8807
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.969
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9569
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9659
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.6494
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9493
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8768
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9457
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9345
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9294
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9613
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9621
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9459
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8276
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9688
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9011
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9861
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7267
2.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9882
2.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8835
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5574
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8278
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.5916
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7118
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.796
3.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7845
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,0.0516
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9423
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9935
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9042
3.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8563
3.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.4648
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9776
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9729
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9468
3.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.3441
3.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.6602
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8354
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9719
2.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.5648
3.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9313
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,0.0
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9593
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8922
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9281
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8297
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9584
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8425
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.3074
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6124
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9127
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.4215
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7003
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8468
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.3612
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9528
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9583
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9935
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8997
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.967
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9685
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7874
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9783
3.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9274
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.971
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6915
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9759
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9246
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8979
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9295
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.976
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9778
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9726
3.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5537
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9901
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7131
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9962
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8625
3.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9675
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9655
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9527
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9547
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8307
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9303
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9668
1.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.5792
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9881
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9666
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9974
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.2116
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8384
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,0.0
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8674
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9866
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9725
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7178
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9932
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9976
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9636
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9881
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9746
1.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8332
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9833
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.973
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9758
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9707
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8885
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9914
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9652
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9654
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9879
2.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,-0.1946
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8756
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9426
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.765
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.4753
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9145
2.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.7783
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6369
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6566
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8957
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5563
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9274
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8555
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.4404
3.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.9709
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6738
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.6743
4.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9517
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9325
2.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8176
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.2716
2.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.8357
4.375,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9417
3.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9517
4.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.8591
4.75,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5362
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9824
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.962
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9426
3.125,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,1,-0.1622
3.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.3919
4.875,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.969
3.5,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.6596
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.5258
4.25,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7648
4.125,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,0,-0.2719
4.625,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.9481
5.0,17,2015.0,300.0,6.0,0,4.0,2,2,26.0,19.0,2,2,0.7289
